repo_full_name,quarter,vuln_count,vuln_critical,vuln_high,vuln_medium,vuln_low,vuln_severe,stars,forks,log_stars,transparency_index,governance_index,governance_artifact_score,scorecard_score,external_contributor_ratio,bus_factor_proxy_k50,gini_contrib,top1_share,contributor_count
django/django,2020-Q1,4,2,0,0,0,2,86710.0,33636.0,11.370336028999896,0.9361702127659576,0.6599999999999999,0.6,7.0,0.82,7.0,0.7116008537886873,0.1246531483457844,100.0
django/django,2020-Q2,5,1,2,0,0,3,86710.0,33636.0,11.370336028999896,0.9361702127659576,0.6599999999999999,0.6,7.0,0.82,7.0,0.7116008537886873,0.1246531483457844,100.0
django/django,2020-Q3,2,0,0,0,0,0,86710.0,33636.0,11.370336028999896,0.9361702127659576,0.6599999999999999,0.6,7.0,0.82,7.0,0.7116008537886873,0.1246531483457844,100.0
django/django,2021-Q1,4,2,1,0,0,3,86710.0,33636.0,11.370336028999896,0.9361702127659576,0.6599999999999999,0.6,7.0,0.82,7.0,0.7116008537886873,0.1246531483457844,100.0
django/django,2021-Q2,10,2,3,0,0,5,86710.0,33636.0,11.370336028999896,0.9361702127659576,0.6599999999999999,0.6,7.0,0.82,7.0,0.7116008537886873,0.1246531483457844,100.0
django/django,2021-Q3,2,1,0,0,0,1,86710.0,33636.0,11.370336028999896,0.9361702127659576,0.6599999999999999,0.6,7.0,0.82,7.0,0.7116008537886873,0.1246531483457844,100.0
django/django,2021-Q4,2,0,1,0,0,1,86710.0,33636.0,11.370336028999896,0.9361702127659576,0.6599999999999999,0.6,7.0,0.82,7.0,0.7116008537886873,0.1246531483457844,100.0
django/django,2022-Q1,10,3,2,0,0,5,86710.0,33636.0,11.370336028999896,0.9361702127659576,0.6599999999999999,0.6,7.0,0.82,7.0,0.7116008537886873,0.1246531483457844,100.0
django/django,2022-Q2,54,32,15,1,0,47,86710.0,33636.0,11.370336028999896,0.9361702127659576,0.6599999999999999,0.6,7.0,0.82,7.0,0.7116008537886873,0.1246531483457844,100.0
django/django,2022-Q3,4,2,0,0,0,2,86710.0,33636.0,11.370336028999896,0.9361702127659576,0.6599999999999999,0.6,7.0,0.82,7.0,0.7116008537886873,0.1246531483457844,100.0
django/django,2022-Q4,2,1,0,0,0,1,86710.0,33636.0,11.370336028999896,0.9361702127659576,0.6599999999999999,0.6,7.0,0.82,7.0,0.7116008537886873,0.1246531483457844,100.0
django/django,2023-Q1,4,2,0,0,0,2,86710.0,33636.0,11.370336028999896,0.9361702127659576,0.6599999999999999,0.6,7.0,0.82,7.0,0.7116008537886873,0.1246531483457844,100.0
django/django,2023-Q2,2,1,0,0,0,1,86710.0,33636.0,11.370336028999896,0.9361702127659576,0.6599999999999999,0.6,7.0,0.82,7.0,0.7116008537886873,0.1246531483457844,100.0
django/django,2023-Q3,2,1,0,0,0,1,86710.0,33636.0,11.370336028999896,0.9361702127659576,0.6599999999999999,0.6,7.0,0.82,7.0,0.7116008537886873,0.1246531483457844,100.0
django/django,2023-Q4,6,2,1,0,0,3,86710.0,33636.0,11.370336028999896,0.9361702127659576,0.6599999999999999,0.6,7.0,0.82,7.0,0.7116008537886873,0.1246531483457844,100.0
django/django,2024-Q1,4,1,1,0,0,2,86710.0,33636.0,11.370336028999896,0.9361702127659576,0.6599999999999999,0.6,7.0,0.82,7.0,0.7116008537886873,0.1246531483457844,100.0
django/django,2024-Q3,16,4,4,0,0,8,86710.0,33636.0,11.370336028999896,0.9361702127659576,0.6599999999999999,0.6,7.0,0.82,7.0,0.7116008537886873,0.1246531483457844,100.0
django/django,2024-Q4,7,2,2,0,0,4,86710.0,33636.0,11.370336028999896,0.9361702127659576,0.6599999999999999,0.6,7.0,0.82,7.0,0.7116008537886873,0.1246531483457844,100.0
django/django,2025-Q1,4,1,1,0,0,2,86710.0,33636.0,11.370336028999896,0.9361702127659576,0.6599999999999999,0.6,7.0,0.82,7.0,0.7116008537886873,0.1246531483457844,100.0
django/django,2025-Q2,6,2,1,0,0,3,86710.0,33636.0,11.370336028999896,0.9361702127659576,0.6599999999999999,0.6,7.0,0.82,7.0,0.7116008537886873,0.1246531483457844,100.0
django/django,2025-Q3,1,0,1,0,0,1,86710.0,33636.0,11.370336028999896,0.9361702127659576,0.6599999999999999,0.6,7.0,0.82,7.0,0.7116008537886873,0.1246531483457844,100.0
django/django,2025-Q4,6,2,4,0,0,6,86710.0,33636.0,11.370336028999896,0.9361702127659576,0.6599999999999999,0.6,7.0,0.82,7.0,0.7116008537886873,0.1246531483457844,100.0
django/django,2026-Q1,4,2,2,0,0,4,86710.0,33636.0,11.370336028999896,0.9361702127659576,0.6599999999999999,0.6,7.0,0.82,7.0,0.7116008537886873,0.1246531483457844,100.0
encode/django-rest-framework,2020-Q3,1,0,0,0,0,0,29863.0,7064.0,10.30440902059442,0.9929078014184396,0.618,0.6,6.3,0.98,1.0,0.8219698537017881,0.5637653317570563,100.0
encode/django-rest-framework,2021-Q1,1,0,1,0,0,1,29863.0,7064.0,10.30440902059442,0.9929078014184396,0.618,0.6,6.3,0.98,1.0,0.8219698537017881,0.5637653317570563,100.0
encode/django-rest-framework,2024-Q2,1,0,1,0,0,1,29863.0,7064.0,10.30440902059442,0.9929078014184396,0.618,0.6,6.3,0.98,1.0,0.8219698537017881,0.5637653317570563,100.0
encode/httpx,2022-Q2,2,1,0,0,0,1,14974.0,1030.0,9.61413742298365,0.9965277777777778,0.52,0.4,6.0,1.0,1.0,0.8440218181818182,0.5178181818181818,99.0
fabric/fabric,2022-Q2,1,0,0,0,0,0,15392.0,1959.0,9.641668139610074,0.7152039007092199,0.314,0.2,3.9,0.99,1.0,0.9344643500474896,0.9813316739265712,19.0
fastapi/fastapi,2021-Q2,2,1,0,0,0,1,94899.0,8653.0,11.46057898459802,0.8049645390070922,0.24,0.6,,0.45,1.0,0.8345290468133107,0.550761421319797,100.0
fastapi/fastapi,2024-Q1,1,1,0,0,0,1,94899.0,8653.0,11.46057898459802,0.8049645390070922,0.24,0.6,,0.45,1.0,0.8345290468133107,0.550761421319797,100.0
getsentry/sentry-python,2023-Q1,1,0,1,0,0,1,2135.0,580.0,7.666690200080086,0.776669621749409,0.478,0.4,5.3,0.38,3.0,0.8573127753303964,0.2740088105726872,99.0
getsentry/sentry-python,2024-Q3,1,0,0,1,0,0,2135.0,580.0,7.666690200080086,0.776669621749409,0.478,0.4,5.3,0.38,3.0,0.8573127753303964,0.2740088105726872,99.0
gevent/gevent,2023-Q3,2,1,0,0,0,1,6434.0,961.0,8.769507120030227,0.9717050827423168,0.258,0.0,4.3,0.93,2.0,0.9562767521646788,0.467243914393073,99.0
grpc/grpc,2017-Q2,1,0,0,0,0,0,44324.0,11045.0,10.699304130942409,0.8014184397163121,0.588,0.6,5.8,0.44,8.0,0.7087176586505127,0.1916578476809108,100.0
grpc/grpc,2023-Q3,5,4,1,0,0,5,44324.0,11045.0,10.699304130942409,0.8014184397163121,0.588,0.6,5.8,0.44,8.0,0.7087176586505127,0.1916578476809108,100.0
html5lib/html5lib-python,2017-Q1,2,0,0,0,0,0,1218.0,302.0,7.105786129481271,0.6585401891252955,0.282,0.0,4.7,0.37,3.0,0.8596511015865854,0.2593052109181141,66.0
html5lib/html5lib-python,2022-Q2,2,0,2,0,0,2,1218.0,302.0,7.105786129481271,0.6585401891252955,0.282,0.0,4.7,0.37,3.0,0.8596511015865854,0.2593052109181141,66.0
http://github.com/sanic-org/sanic,2017-Q4,1,0,0,0,0,0,,,,,,,,,,,,
http://github.com/sanic-org/sanic,2022-Q1,1,0,0,0,0,0,,,,,,,,,,,,
http://github.com/sanic-org/sanic,2022-Q2,1,1,0,0,0,1,,,,,,,,,,,,
http://github.com/sanic-org/sanic,2022-Q3,1,1,0,0,0,1,,,,,,,,,,,,
huggingface/transformers,2023-Q2,2,0,0,2,0,0,156224.0,31994.0,11.959052554797282,0.9716312056737588,0.51,0.6,4.5,0.92,9.0,0.657082175466455,0.0915707291253142,100.0
huggingface/transformers,2023-Q4,4,2,2,0,0,4,156224.0,31994.0,11.959052554797282,0.9716312056737588,0.51,0.6,4.5,0.92,9.0,0.657082175466455,0.0915707291253142,100.0
huggingface/transformers,2024-Q2,1,0,1,0,0,1,156224.0,31994.0,11.959052554797282,0.9716312056737588,0.51,0.6,4.5,0.92,9.0,0.657082175466455,0.0915707291253142,100.0
huggingface/transformers,2024-Q4,6,6,0,0,0,6,156224.0,31994.0,11.959052554797282,0.9716312056737588,0.51,0.6,4.5,0.92,9.0,0.657082175466455,0.0915707291253142,100.0
huggingface/transformers,2025-Q1,1,0,1,0,0,1,156224.0,31994.0,11.959052554797282,0.9716312056737588,0.51,0.6,4.5,0.92,9.0,0.657082175466455,0.0915707291253142,100.0
huggingface/transformers,2025-Q2,3,1,2,0,0,3,156224.0,31994.0,11.959052554797282,0.9716312056737588,0.51,0.6,4.5,0.92,9.0,0.657082175466455,0.0915707291253142,100.0
huggingface/transformers,2025-Q3,9,0,8,1,0,8,156224.0,31994.0,11.959052554797282,0.9716312056737588,0.51,0.6,4.5,0.92,9.0,0.657082175466455,0.0915707291253142,100.0
ijl/orjson,2024-Q1,2,1,0,0,0,1,7877.0,290.0,8.971829343530851,0.732565011820331,0.312,0.0,5.2,0.99,1.0,0.9231651376146788,0.9515072083879424,24.0
ijl/orjson,2026-Q1,1,0,1,0,0,1,7877.0,290.0,8.971829343530851,0.732565011820331,0.312,0.0,5.2,0.99,1.0,0.9231651376146788,0.9515072083879424,24.0
ipython/ipython,2014-Q3,1,0,0,0,0,0,16674.0,4460.0,9.721665870783823,0.8297872340425533,0.526,0.4,6.1,0.52,3.0,0.8517669565217392,0.2176618357487922,100.0
ipython/ipython,2015-Q3,2,0,0,0,0,0,16674.0,4460.0,9.721665870783823,0.8297872340425533,0.526,0.4,6.1,0.52,3.0,0.8517669565217392,0.2176618357487922,100.0
ipython/ipython,2017-Q3,3,0,0,0,0,0,16674.0,4460.0,9.721665870783823,0.8297872340425533,0.526,0.4,6.1,0.52,3.0,0.8517669565217392,0.2176618357487922,100.0
ipython/ipython,2022-Q1,2,0,1,0,0,1,16674.0,4460.0,9.721665870783823,0.8297872340425533,0.526,0.4,6.1,0.52,3.0,0.8517669565217392,0.2176618357487922,100.0
ipython/ipython,2022-Q2,6,3,3,0,0,6,16674.0,4460.0,9.721665870783823,0.8297872340425533,0.526,0.4,6.1,0.52,3.0,0.8517669565217392,0.2176618357487922,100.0
ipython/ipython,2023-Q1,1,0,0,1,0,0,16674.0,4460.0,9.721665870783823,0.8297872340425533,0.526,0.4,6.1,0.52,3.0,0.8517669565217392,0.2176618357487922,100.0
jpadilla/pyjwt,2017-Q3,1,0,0,0,0,0,5588.0,725.0,8.628555659269699,0.9787234042553192,0.6659999999999999,0.6,7.1,0.94,3.0,0.7848240635641317,0.2996594778660613,100.0
jpadilla/pyjwt,2022-Q2,3,2,0,0,0,2,5588.0,725.0,8.628555659269699,0.9787234042553192,0.6659999999999999,0.6,7.1,0.94,3.0,0.7848240635641317,0.2996594778660613,100.0
jpadilla/pyjwt,2024-Q4,1,0,0,1,0,0,5588.0,725.0,8.628555659269699,0.9787234042553192,0.6659999999999999,0.6,7.1,0.94,3.0,0.7848240635641317,0.2996594778660613,100.0
jupyter/notebook,2015-Q3,2,0,0,0,0,0,12933.0,5589.0,9.46761478200654,0.9290780141843972,0.338,0.2,4.3,0.8,4.0,0.831624803767661,0.2331240188383045,100.0
jupyter/notebook,2018-Q1,1,0,0,0,0,0,12933.0,5589.0,9.46761478200654,0.9290780141843972,0.338,0.2,4.3,0.8,4.0,0.831624803767661,0.2331240188383045,100.0
jupyter/notebook,2018-Q3,1,0,1,0,0,1,12933.0,5589.0,9.46761478200654,0.9290780141843972,0.338,0.2,4.3,0.8,4.0,0.831624803767661,0.2331240188383045,100.0
jupyter/notebook,2018-Q4,4,0,2,0,0,2,12933.0,5589.0,9.46761478200654,0.9290780141843972,0.338,0.2,4.3,0.8,4.0,0.831624803767661,0.2331240188383045,100.0
jupyter/notebook,2019-Q1,1,0,0,0,0,0,12933.0,5589.0,9.46761478200654,0.9290780141843972,0.338,0.2,4.3,0.8,4.0,0.831624803767661,0.2331240188383045,100.0
jupyter/notebook,2019-Q2,3,0,2,0,0,2,12933.0,5589.0,9.46761478200654,0.9290780141843972,0.338,0.2,4.3,0.8,4.0,0.831624803767661,0.2331240188383045,100.0
jupyter/notebook,2019-Q4,2,0,1,0,0,1,12933.0,5589.0,9.46761478200654,0.9290780141843972,0.338,0.2,4.3,0.8,4.0,0.831624803767661,0.2331240188383045,100.0
jupyter/notebook,2020-Q4,2,0,1,0,0,1,12933.0,5589.0,9.46761478200654,0.9290780141843972,0.338,0.2,4.3,0.8,4.0,0.831624803767661,0.2331240188383045,100.0
jupyter/notebook,2021-Q3,3,2,0,0,0,2,12933.0,5589.0,9.46761478200654,0.9290780141843972,0.338,0.2,4.3,0.8,4.0,0.831624803767661,0.2331240188383045,100.0
