repo_full_name,quarter,vuln_count,vuln_critical,vuln_high,vuln_medium,vuln_low,vuln_severe,stars,forks,log_stars,transparency_index,governance_index,governance_artifact_score,scorecard_score,external_contributor_ratio,bus_factor_proxy_k50,gini_contrib,top1_share,contributor_count
python-pillow/Pillow,2023-Q4,2,1,0,0,0,1,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2024-Q1,1,1,0,0,0,1,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2024-Q2,1,0,0,1,0,0,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2025-Q3,2,0,1,0,0,1,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2026-Q1,1,1,0,0,0,1,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-websockets/websockets,2018-Q2,1,0,0,0,0,0,5630.0,579.0,8.636042325254618,0.6963652482269503,0.6,0.6,6.0,0.32,1.0,0.9367750070047632,0.9087209302325582,82.0
python-websockets/websockets,2018-Q3,1,1,0,0,0,1,5630.0,579.0,8.636042325254618,0.6963652482269503,0.6,0.6,6.0,0.32,1.0,0.9367750070047632,0.9087209302325582,82.0
python-websockets/websockets,2021-Q2,2,0,1,0,0,1,5630.0,579.0,8.636042325254618,0.6963652482269503,0.6,0.6,6.0,0.32,1.0,0.9367750070047632,0.9087209302325582,82.0
redis/redis-py,2023-Q1,4,0,2,0,0,2,13467.0,2654.0,9.508071780280964,0.99645390070922,0.5680000000000001,0.4,6.8,0.99,3.0,0.7739318600368325,0.3554327808471454,100.0
scikit-learn/scikit-learn,2020-Q2,1,0,0,0,0,0,64953.0,26670.0,11.081434606037671,0.797872340425532,0.89,0.8,9.5,0.43,9.0,0.6661778771983955,0.0987349583461894,100.0
scikit-learn/scikit-learn,2020-Q4,1,0,0,0,0,0,64953.0,26670.0,11.081434606037671,0.797872340425532,0.89,0.8,9.5,0.43,9.0,0.6661778771983955,0.0987349583461894,100.0
scikit-learn/scikit-learn,2022-Q2,2,2,0,0,0,2,64953.0,26670.0,11.081434606037671,0.797872340425532,0.89,0.8,9.5,0.43,9.0,0.6661778771983955,0.0987349583461894,100.0
scikit-learn/scikit-learn,2024-Q2,2,0,1,1,0,1,64953.0,26670.0,11.081434606037671,0.797872340425532,0.89,0.8,9.5,0.43,9.0,0.6661778771983955,0.0987349583461894,100.0
scipy/scipy,2019-Q4,1,0,0,0,0,0,14436.0,5610.0,9.577549634629817,0.8156028368794326,0.642,0.6,6.7,0.48,8.0,0.6429584808496942,0.1324750563244287,100.0
scipy/scipy,2022-Q2,1,0,1,0,0,1,14436.0,5610.0,9.577549634629817,0.8156028368794326,0.642,0.6,6.7,0.48,8.0,0.6429584808496942,0.1324750563244287,100.0
scipy/scipy,2023-Q3,2,0,0,0,0,0,14436.0,5610.0,9.577549634629817,0.8156028368794326,0.642,0.6,6.7,0.48,8.0,0.6429584808496942,0.1324750563244287,100.0
scrapy/scrapy,2017-Q3,1,0,0,0,0,0,59678.0,11232.0,10.996735478705087,0.975177304964539,0.606,0.6,6.1,0.93,4.0,0.8098746343501881,0.2244045131633932,100.0
scrapy/scrapy,2021-Q4,2,0,1,0,0,1,59678.0,11232.0,10.996735478705087,0.975177304964539,0.606,0.6,6.1,0.93,4.0,0.8098746343501881,0.2244045131633932,100.0
scrapy/scrapy,2022-Q1,3,0,1,0,0,1,59678.0,11232.0,10.996735478705087,0.975177304964539,0.606,0.6,6.1,0.93,4.0,0.8098746343501881,0.2244045131633932,100.0
scrapy/scrapy,2022-Q2,1,1,0,0,0,1,59678.0,11232.0,10.996735478705087,0.975177304964539,0.606,0.6,6.1,0.93,4.0,0.8098746343501881,0.2244045131633932,100.0
scrapy/scrapy,2022-Q3,1,0,0,0,0,0,59678.0,11232.0,10.996735478705087,0.975177304964539,0.606,0.6,6.1,0.93,4.0,0.8098746343501881,0.2244045131633932,100.0
scrapy/scrapy,2024-Q1,4,3,1,0,0,4,59678.0,11232.0,10.996735478705087,0.975177304964539,0.606,0.6,6.1,0.93,4.0,0.8098746343501881,0.2244045131633932,100.0
scrapy/scrapy,2024-Q2,4,0,3,0,0,3,59678.0,11232.0,10.996735478705087,0.975177304964539,0.606,0.6,6.1,0.93,4.0,0.8098746343501881,0.2244045131633932,100.0
scrapy/scrapy,2025-Q4,1,1,0,0,0,1,59678.0,11232.0,10.996735478705087,0.975177304964539,0.606,0.6,6.1,0.93,4.0,0.8098746343501881,0.2244045131633932,100.0
sqlalchemy/mako,2010-Q3,1,0,0,0,0,0,428.0,69.0,6.061456918928017,0.6873462367233364,0.3259999999999999,0.2,4.1,0.9454545454545454,1.0,0.8842098422446427,0.7778915046059366,61.0
sqlalchemy/mako,2022-Q2,1,0,1,0,0,1,428.0,69.0,6.061456918928017,0.6873462367233364,0.3259999999999999,0.2,4.1,0.9454545454545454,1.0,0.8842098422446427,0.7778915046059366,61.0
sqlalchemy/mako,2022-Q3,2,1,0,0,0,1,428.0,69.0,6.061456918928017,0.6873462367233364,0.3259999999999999,0.2,4.1,0.9454545454545454,1.0,0.8842098422446427,0.7778915046059366,61.0
sqlalchemy/sqlalchemy,2012-Q2,1,0,0,0,0,0,11480.0,1634.0,9.348448774093812,0.9609929078014184,0.6620000000000001,0.8,5.7,0.89,1.0,0.9483018094513088,0.8335187679334778,100.0
sqlalchemy/sqlalchemy,2019-Q1,2,0,0,0,0,0,11480.0,1634.0,9.348448774093812,0.9609929078014184,0.6620000000000001,0.8,5.7,0.89,1.0,0.9483018094513088,0.8335187679334778,100.0
sqlalchemy/sqlalchemy,2019-Q2,2,1,1,0,0,2,11480.0,1634.0,9.348448774093812,0.9609929078014184,0.6620000000000001,0.8,5.7,0.89,1.0,0.9483018094513088,0.8335187679334778,100.0
sqlalchemy/sqlalchemy,2022-Q2,1,1,0,0,0,1,11480.0,1634.0,9.348448774093812,0.9609929078014184,0.6620000000000001,0.8,5.7,0.89,1.0,0.9483018094513088,0.8335187679334778,100.0
strawberry-graphql/strawberry,2024-Q3,2,1,0,1,0,1,4607.0,609.0,8.435549202375727,0.8156028368794326,0.404,0.2,5.4,0.48,2.0,0.8647701969740222,0.2826149015129888,100.0
strawberry-graphql/strawberry,2025-Q1,1,0,1,0,0,1,4607.0,609.0,8.435549202375727,0.8156028368794326,0.404,0.2,5.4,0.48,2.0,0.8647701969740222,0.2826149015129888,100.0
tensorflow/tensorflow,2019-Q2,12,4,2,0,0,6,193660.0,75218.0,12.17386448684113,0.9822695035460992,0.758,0.8,7.3,0.95,3.0,0.6176544577302286,0.4766687644220684,100.0
tensorflow/tensorflow,2019-Q4,2,0,0,1,0,0,193660.0,75218.0,12.17386448684113,0.9822695035460992,0.758,0.8,7.3,0.95,3.0,0.6176544577302286,0.4766687644220684,100.0
tensorflow/tensorflow,2020-Q1,2,0,0,1,0,0,193660.0,75218.0,12.17386448684113,0.9822695035460992,0.758,0.8,7.3,0.95,3.0,0.6176544577302286,0.4766687644220684,100.0
tensorflow/tensorflow,2020-Q2,2,0,1,0,0,1,193660.0,75218.0,12.17386448684113,0.9822695035460992,0.758,0.8,7.3,0.95,3.0,0.6176544577302286,0.4766687644220684,100.0
tensorflow/tensorflow,2020-Q3,50,17,8,0,0,25,193660.0,75218.0,12.17386448684113,0.9822695035460992,0.758,0.8,7.3,0.95,3.0,0.6176544577302286,0.4766687644220684,100.0
tensorflow/tensorflow,2020-Q4,15,1,1,5,0,2,193660.0,75218.0,12.17386448684113,0.9822695035460992,0.758,0.8,7.3,0.95,3.0,0.6176544577302286,0.4766687644220684,100.0
tensorflow/tensorflow,2021-Q1,1,0,0,0,0,0,193660.0,75218.0,12.17386448684113,0.9822695035460992,0.758,0.8,7.3,0.95,3.0,0.6176544577302286,0.4766687644220684,100.0
tensorflow/tensorflow,2021-Q2,215,0,6,101,0,6,193660.0,75218.0,12.17386448684113,0.9822695035460992,0.758,0.8,7.3,0.95,3.0,0.6176544577302286,0.4766687644220684,100.0
tensorflow/tensorflow,2021-Q3,116,2,29,27,0,31,193660.0,75218.0,12.17386448684113,0.9822695035460992,0.758,0.8,7.3,0.95,3.0,0.6176544577302286,0.4766687644220684,100.0
tensorflow/tensorflow,2021-Q4,68,1,15,18,0,16,193660.0,75218.0,12.17386448684113,0.9822695035460992,0.758,0.8,7.3,0.95,3.0,0.6176544577302286,0.4766687644220684,100.0
tensorflow/tensorflow,2022-Q1,60,15,43,2,0,58,193660.0,75218.0,12.17386448684113,0.9822695035460992,0.758,0.8,7.3,0.95,3.0,0.6176544577302286,0.4766687644220684,100.0
tensorflow/tensorflow,2022-Q2,25,0,2,22,0,2,193660.0,75218.0,12.17386448684113,0.9822695035460992,0.758,0.8,7.3,0.95,3.0,0.6176544577302286,0.4766687644220684,100.0
tensorflow/tensorflow,2022-Q3,58,56,0,0,0,56,193660.0,75218.0,12.17386448684113,0.9822695035460992,0.758,0.8,7.3,0.95,3.0,0.6176544577302286,0.4766687644220684,100.0
tensorflow/tensorflow,2022-Q4,28,1,24,1,0,25,193660.0,75218.0,12.17386448684113,0.9822695035460992,0.758,0.8,7.3,0.95,3.0,0.6176544577302286,0.4766687644220684,100.0
tensorflow/tensorflow,2023-Q1,21,18,3,0,0,21,193660.0,75218.0,12.17386448684113,0.9822695035460992,0.758,0.8,7.3,0.95,3.0,0.6176544577302286,0.4766687644220684,100.0
tensorflow/tensorflow,2024-Q3,1,1,0,0,0,1,193660.0,75218.0,12.17386448684113,0.9822695035460992,0.758,0.8,7.3,0.95,3.0,0.6176544577302286,0.4766687644220684,100.0
tornadoweb/tornado,2012-Q2,1,0,0,0,0,0,22442.0,5544.0,10.018734040540515,1.0,0.5,0.2,7.0,1.0,1.0,0.8890137716570413,0.790759662372279,100.0
tornadoweb/tornado,2020-Q1,1,0,0,0,0,0,22442.0,5544.0,10.018734040540515,1.0,0.5,0.2,7.0,1.0,1.0,0.8890137716570413,0.790759662372279,100.0
tornadoweb/tornado,2022-Q2,2,1,1,0,0,2,22442.0,5544.0,10.018734040540515,1.0,0.5,0.2,7.0,1.0,1.0,0.8890137716570413,0.790759662372279,100.0
tornadoweb/tornado,2023-Q2,2,0,1,0,0,1,22442.0,5544.0,10.018734040540515,1.0,0.5,0.2,7.0,1.0,1.0,0.8890137716570413,0.790759662372279,100.0
tornadoweb/tornado,2023-Q3,1,0,0,0,0,0,22442.0,5544.0,10.018734040540515,1.0,0.5,0.2,7.0,1.0,1.0,0.8890137716570413,0.790759662372279,100.0
tornadoweb/tornado,2024-Q2,2,0,2,0,0,2,22442.0,5544.0,10.018734040540515,1.0,0.5,0.2,7.0,1.0,1.0,0.8890137716570413,0.790759662372279,100.0
tornadoweb/tornado,2024-Q4,1,1,0,0,0,1,22442.0,5544.0,10.018734040540515,1.0,0.5,0.2,7.0,1.0,1.0,0.8890137716570413,0.790759662372279,100.0
tornadoweb/tornado,2025-Q2,1,1,0,0,0,1,22442.0,5544.0,10.018734040540515,1.0,0.5,0.2,7.0,1.0,1.0,0.8890137716570413,0.790759662372279,100.0
tortoise/tortoise-orm,2020-Q2,2,0,1,0,0,1,5477.0,455.0,8.608495349823023,0.7376625295508275,0.324,0.0,5.4,0.27,2.0,0.8655588020452885,0.2951059167275383,99.0
tox-dev/py-filelock,2025-Q4,1,0,1,0,0,1,932.0,125.0,6.838405200847344,0.7799940898345153,0.5820000000000001,0.6,5.7,0.83,2.0,0.7946933449325794,0.3014354066985646,54.0
tox-dev/py-filelock,2026-Q1,1,0,0,1,0,0,932.0,125.0,6.838405200847344,0.7799940898345153,0.5820000000000001,0.6,5.7,0.83,2.0,0.7946933449325794,0.3014354066985646,54.0
tqdm/tqdm,2017-Q1,1,0,0,0,0,0,30941.0,1429.0,10.339869763279014,0.7553191489361701,0.808,1.0,6.8,0.31,1.0,0.9230887456618742,0.7640059494298463,100.0
tqdm/tqdm,2022-Q2,1,0,1,0,0,1,30941.0,1429.0,10.339869763279014,0.7553191489361701,0.808,1.0,6.8,0.31,1.0,0.9230887456618742,0.7640059494298463,100.0
tqdm/tqdm,2024-Q2,1,0,0,1,0,0,30941.0,1429.0,10.339869763279014,0.7553191489361701,0.808,1.0,6.8,0.31,1.0,0.9230887456618742,0.7640059494298463,100.0
ultrajson/ultrajson,2021-Q3,1,0,0,0,0,0,4475.0,374.0,8.406485069431817,0.9367612293144209,0.554,0.2,7.9,0.9,3.0,0.8212955363343645,0.3916913946587537,92.0
ultrajson/ultrajson,2022-Q1,3,0,0,1,0,0,4475.0,374.0,8.406485069431817,0.9367612293144209,0.554,0.2,7.9,0.9,3.0,0.8212955363343645,0.3916913946587537,92.0
ultrajson/ultrajson,2022-Q3,2,2,0,0,0,2,4475.0,374.0,8.406485069431817,0.9367612293144209,0.554,0.2,7.9,0.9,3.0,0.8212955363343645,0.3916913946587537,92.0
urllib3/urllib3,2017-Q1,1,0,0,0,0,0,4004.0,1287.0,8.29529885950246,0.9681589834515368,0.8360000000000001,0.8,8.6,0.92,4.0,0.7712116603295311,0.2732572877059569,99.0
urllib3/urllib3,2018-Q4,2,1,0,0,0,1,4004.0,1287.0,8.29529885950246,0.9681589834515368,0.8360000000000001,0.8,8.6,0.92,4.0,0.7712116603295311,0.2732572877059569,99.0
urllib3/urllib3,2019-Q2,3,1,0,0,0,1,4004.0,1287.0,8.29529885950246,0.9681589834515368,0.8360000000000001,0.8,8.6,0.92,4.0,0.7712116603295311,0.2732572877059569,99.0
urllib3/urllib3,2020-Q1,1,0,0,0,0,0,4004.0,1287.0,8.29529885950246,0.9681589834515368,0.8360000000000001,0.8,8.6,0.92,4.0,0.7712116603295311,0.2732572877059569,99.0
urllib3/urllib3,2020-Q3,1,0,0,0,0,0,4004.0,1287.0,8.29529885950246,0.9681589834515368,0.8360000000000001,0.8,8.6,0.92,4.0,0.7712116603295311,0.2732572877059569,99.0
urllib3/urllib3,2021-Q1,2,0,1,0,0,1,4004.0,1287.0,8.29529885950246,0.9681589834515368,0.8360000000000001,0.8,8.6,0.92,4.0,0.7712116603295311,0.2732572877059569,99.0
urllib3/urllib3,2021-Q2,4,2,1,0,0,3,4004.0,1287.0,8.29529885950246,0.9681589834515368,0.8360000000000001,0.8,8.6,0.92,4.0,0.7712116603295311,0.2732572877059569,99.0
urllib3/urllib3,2022-Q2,2,0,2,0,0,2,4004.0,1287.0,8.29529885950246,0.9681589834515368,0.8360000000000001,0.8,8.6,0.92,4.0,0.7712116603295311,0.2732572877059569,99.0
urllib3/urllib3,2023-Q4,6,1,3,2,0,4,4004.0,1287.0,8.29529885950246,0.9681589834515368,0.8360000000000001,0.8,8.6,0.92,4.0,0.7712116603295311,0.2732572877059569,99.0
urllib3/urllib3,2024-Q2,1,0,0,1,0,0,4004.0,1287.0,8.29529885950246,0.9681589834515368,0.8360000000000001,0.8,8.6,0.92,4.0,0.7712116603295311,0.2732572877059569,99.0
urllib3/urllib3,2025-Q2,2,0,2,0,0,2,4004.0,1287.0,8.29529885950246,0.9681589834515368,0.8360000000000001,0.8,8.6,0.92,4.0,0.7712116603295311,0.2732572877059569,99.0
urllib3/urllib3,2025-Q4,2,2,0,0,0,2,4004.0,1287.0,8.29529885950246,0.9681589834515368,0.8360000000000001,0.8,8.6,0.92,4.0,0.7712116603295311,0.2732572877059569,99.0
urllib3/urllib3,2026-Q1,1,1,0,0,0,1,4004.0,1287.0,8.29529885950246,0.9681589834515368,0.8360000000000001,0.8,8.6,0.92,4.0,0.7712116603295311,0.2732572877059569,99.0
yaml/pyyaml,2018-Q2,1,0,0,0,0,0,2845.0,566.0,7.953669778649798,0.6923758865248226,0.404,0.2,5.4,0.72,1.0,0.7975460122699387,0.5368098159509203,40.0
yaml/pyyaml,2019-Q1,1,1,0,0,0,1,2845.0,566.0,7.953669778649798,0.6923758865248226,0.404,0.2,5.4,0.72,1.0,0.7975460122699387,0.5368098159509203,40.0
yaml/pyyaml,2020-Q1,2,0,0,0,0,0,2845.0,566.0,7.953669778649798,0.6923758865248226,0.404,0.2,5.4,0.72,1.0,0.7975460122699387,0.5368098159509203,40.0
yaml/pyyaml,2021-Q1,2,1,0,0,0,1,2845.0,566.0,7.953669778649798,0.6923758865248226,0.404,0.2,5.4,0.72,1.0,0.7975460122699387,0.5368098159509203,40.0
yaml/pyyaml,2021-Q2,2,2,0,0,0,2,2845.0,566.0,7.953669778649798,0.6923758865248226,0.404,0.2,5.4,0.72,1.0,0.7975460122699387,0.5368098159509203,40.0
